,time,pre_total_sheet
11039,2021/7/12-16,3
11040,2021/7/12-17,1
11041,2021/7/12-18,26
11042,2021/7/12-19,9
11043,2021/7/12-20,16
11044,2021/7/12-21,12
11045,2021/7/12-22,24
11046,2021/7/12-23,2
11047,2021/7/13-0,5
11048,2021/7/13-1,2
11049,2021/7/13-2,1
11050,2021/7/13-3,2
11051,2021/7/13-5,4
11052,2021/7/13-6,5
11053,2021/7/13-7,4
11054,2021/7/13-8,3
11055,2021/7/13-10,5
11056,2021/7/13-11,33
11057,2021/7/13-12,3
11058,2021/7/13-13,20
11059,2021/7/13-14,4
11060,2021/7/13-15,12
11061,2021/7/13-16,7
11062,2021/7/13-17,10
11063,2021/7/13-18,10
11064,2021/7/13-19,21
11065,2021/7/13-20,6
11066,2021/7/13-21,16
11067,2021/7/13-22,7
11068,2021/7/13-23,3
11069,2021/7/14-0,3
11070,2021/7/14-1,1
11071,2021/7/14-2,4
11072,2021/7/14-3,1
11073,2021/7/14-4,5
11074,2021/7/14-5,2
11075,2021/7/14-6,8
11076,2021/7/14-7,5
11077,2021/7/14-8,1
11078,2021/7/14-9,2
11079,2021/7/14-10,8
11080,2021/7/14-11,11
11081,2021/7/14-12,8
11082,2021/7/14-13,6
11083,2021/7/14-14,7
11084,2021/7/14-15,10
11085,2021/7/14-16,8
11086,2021/7/14-17,12
11087,2021/7/14-18,32
11088,2021/7/14-19,21
11089,2021/7/14-20,27
11090,2021/7/14-21,19
11091,2021/7/14-22,3
11092,2021/7/14-23,2
11093,2021/7/15-0,2
11094,2021/7/15-1,7
11095,2021/7/15-3,2
11096,2021/7/15-5,6
11097,2021/7/15-6,11
11098,2021/7/15-7,6
11099,2021/7/15-8,12
11100,2021/7/15-9,20
11101,2021/7/15-10,4
11102,2021/7/15-11,17
11103,2021/7/15-12,9
11104,2021/7/15-13,5
11105,2021/7/15-14,7
11106,2021/7/15-15,7
11107,2021/7/15-16,6
11108,2021/7/15-17,8
11109,2021/7/15-18,8
11110,2021/7/15-19,31
11111,2021/7/15-20,9
11112,2021/7/15-21,18
11113,2021/7/15-22,2
11114,2021/7/16-1,3
11115,2021/7/16-2,3
11116,2021/7/16-3,3
11117,2021/7/16-4,2
11118,2021/7/16-6,4
11119,2021/7/16-7,3
11120,2021/7/16-8,1
11121,2021/7/16-9,2
11122,2021/7/16-10,8
11123,2021/7/16-11,6
11124,2021/7/16-12,20
11125,2021/7/16-13,12
11126,2021/7/16-14,20
11127,2021/7/16-15,44
11128,2021/7/16-16,19
11129,2021/7/16-17,6
11130,2021/7/16-18,4
11131,2021/7/16-19,8
11132,2021/7/16-20,32
11133,2021/7/16-21,19
11134,2021/7/16-22,18
11135,2021/7/16-23,3
11136,2021/7/17-1,2
11137,2021/7/17-2,3
11138,2021/7/17-3,1
11139,2021/7/17-4,1
11140,2021/7/17-5,1
11141,2021/7/17-6,2
11142,2021/7/17-7,1
11143,2021/7/17-8,2
11144,2021/7/17-9,3
11145,2021/7/17-10,2
11146,2021/7/17-11,12
11147,2021/7/17-12,22
11148,2021/7/17-13,13
11149,2021/7/17-14,19
11150,2021/7/17-15,8
11151,2021/7/17-16,17
11152,2021/7/17-17,3
11153,2021/7/17-18,4
11154,2021/7/17-19,13
11155,2021/7/17-20,3
11156,2021/7/17-21,6
11157,2021/7/17-22,7
11158,2021/7/17-23,10
11159,2021/7/18-1,1
11160,2021/7/18-3,1
11161,2021/7/18-4,2
11162,2021/7/18-5,3
11163,2021/7/18-6,3
11164,2021/7/18-7,3
11165,2021/7/18-8,3
11166,2021/7/18-9,9
11167,2021/7/18-10,9
11168,2021/7/18-11,8
11169,2021/7/18-12,11
11170,2021/7/18-13,22
11171,2021/7/18-14,20
11172,2021/7/18-15,12
11173,2021/7/18-16,7
11174,2021/7/18-17,4
11175,2021/7/18-18,2
11176,2021/7/18-19,16
11177,2021/7/18-20,12
11178,2021/7/18-21,5
11179,2021/7/18-22,5
11180,2021/7/18-23,7
11181,2021/7/19-0,2
11182,2021/7/19-2,2
11183,2021/7/19-3,2
11184,2021/7/19-4,4
11185,2021/7/19-5,8
11186,2021/7/19-6,5
11187,2021/7/19-7,8
11188,2021/7/19-8,5
11189,2021/7/19-9,8
11190,2021/7/19-10,14
11191,2021/7/19-11,9
11192,2021/7/19-12,13
11193,2021/7/19-13,17
11194,2021/7/19-14,16
11195,2021/7/19-15,25
11196,2021/7/19-16,22
11197,2021/7/19-17,10
11198,2021/7/19-18,43
11199,2021/7/19-19,19
11200,2021/7/19-20,11
11201,2021/7/19-21,11
11202,2021/7/19-22,11
11203,2021/7/19-23,13
11204,2021/7/2-0,2
11205,2021/7/2-1,5
11206,2021/7/2-2,3
11207,2021/7/2-3,1
11208,2021/7/2-4,1
11209,2021/7/2-7,1
11210,2021/7/2-8,3
11211,2021/7/2-9,9
11212,2021/7/2-10,25
11213,2021/7/2-11,10
11214,2021/7/2-12,11
11215,2021/7/2-13,21
11216,2021/7/2-14,11
11217,2021/7/2-15,3
11218,2021/7/2-16,3
11219,2021/7/2-17,16
11220,2021/7/2-18,11
11221,2021/7/2-19,28
11222,2021/7/2-20,34
11223,2021/7/2-21,36
11224,2021/7/2-22,12
11225,2021/7/2-23,8
11226,2021/7/20-0,6
11227,2021/7/20-2,4
11228,2021/7/20-3,3
11229,2021/7/20-4,2
11230,2021/7/20-5,3
11231,2021/7/20-6,7
11232,2021/7/20-7,13
11233,2021/7/20-8,12
11234,2021/7/20-9,10
11235,2021/7/20-10,13
11236,2021/7/20-11,12
11237,2021/7/20-12,18
11238,2021/7/20-13,25
11239,2021/7/20-14,18
11240,2021/7/20-15,21
11241,2021/7/20-16,21
11242,2021/7/20-17,23
11243,2021/7/20-18,19
11244,2021/7/20-19,17
11245,2021/7/20-20,17
11246,2021/7/20-21,21
11247,2021/7/20-22,11
11248,2021/7/20-23,1
11249,2021/7/21-0,1
11250,2021/7/21-2,2
11251,2021/7/21-3,4
11252,2021/7/21-4,1
11253,2021/7/21-5,4
11254,2021/7/21-6,5
11255,2021/7/21-7,1
11256,2021/7/21-8,2
11257,2021/7/21-9,6
11258,2021/7/21-10,13
11259,2021/7/21-11,12
11260,2021/7/21-12,25
11261,2021/7/21-13,15
11262,2021/7/21-14,23
11263,2021/7/21-15,20
11264,2021/7/21-16,9
11265,2021/7/21-17,23
11266,2021/7/21-18,23
11267,2021/7/21-19,25
11268,2021/7/21-20,26
11269,2021/7/21-21,26
11270,2021/7/21-22,20
11271,2021/7/21-23,7
11272,2021/7/22-0,8
11273,2021/7/22-1,1
11274,2021/7/22-2,3
11275,2021/7/22-4,5
11276,2021/7/22-5,7
11277,2021/7/22-6,9
11278,2021/7/22-7,8
11279,2021/7/22-8,4
11280,2021/7/22-9,12
11281,2021/7/22-10,31
11282,2021/7/22-11,9
11283,2021/7/22-12,26
11284,2021/7/22-13,36
11285,2021/7/22-14,33
11286,2021/7/22-15,34
11287,2021/7/22-16,15
11288,2021/7/22-17,21
11289,2021/7/22-18,18
11290,2021/7/22-19,33
11291,2021/7/22-20,29
11292,2021/7/22-21,23
11293,2021/7/22-22,8
11294,2021/7/22-23,5
11295,2021/7/23-0,10
11296,2021/7/23-1,4
11297,2021/7/23-2,6
11298,2021/7/23-3,7
11299,2021/7/23-4,6
11300,2021/7/23-5,2
11301,2021/7/23-6,8
11302,2021/7/23-7,3
11303,2021/7/23-8,8
11304,2021/7/23-9,9
11305,2021/7/23-10,14
11306,2021/7/23-11,9
11307,2021/7/23-12,21
11308,2021/7/23-13,20
11309,2021/7/23-14,19
11310,2021/7/23-15,24
11311,2021/7/23-16,13
11312,2021/7/23-17,12
11313,2021/7/23-18,23
11314,2021/7/23-19,18
11315,2021/7/23-20,13
11316,2021/7/23-21,15
11317,2021/7/23-22,12
11318,2021/7/23-23,6
11319,2021/7/24-0,12
11320,2021/7/24-1,8
11321,2021/7/24-2,7
11322,2021/7/24-3,10
11323,2021/7/24-4,4
11324,2021/7/24-5,5
11325,2021/7/24-6,1
11326,2021/7/24-7,8
11327,2021/7/24-8,5
11328,2021/7/24-9,10
11329,2021/7/24-10,14
11330,2021/7/24-11,10
11331,2021/7/24-12,23
11332,2021/7/24-13,21
11333,2021/7/24-14,27
11334,2021/7/24-15,31
11335,2021/7/24-16,14
11336,2021/7/24-17,10
11337,2021/7/24-18,23
11338,2021/7/24-19,25
11339,2021/7/24-20,15
11340,2021/7/24-21,8
11341,2021/7/24-22,6
11342,2021/7/24-23,6
11343,2021/7/25-0,2
11344,2021/7/25-3,4
11345,2021/7/25-4,1
11346,2021/7/25-5,4
11347,2021/7/25-6,9
11348,2021/7/25-7,3
11349,2021/7/25-8,2
11350,2021/7/25-9,5
11351,2021/7/25-10,18
11352,2021/7/25-11,20
11353,2021/7/25-12,19
11354,2021/7/25-13,11
11355,2021/7/25-14,15
11356,2021/7/25-15,16
11357,2021/7/25-16,17
11358,2021/7/25-17,21
11359,2021/7/25-18,10
11360,2021/7/25-19,14
11361,2021/7/25-20,10
11362,2021/7/25-21,8
11363,2021/7/25-22,3
11364,2021/7/25-23,2
11365,2021/7/26-0,2
11366,2021/7/26-3,3
11367,2021/7/26-4,8
11368,2021/7/26-5,4
11369,2021/7/26-6,8
11370,2021/7/26-7,2
11371,2021/7/26-8,2
11372,2021/7/26-9,12
11373,2021/7/26-10,8
11374,2021/7/26-11,8
11375,2021/7/26-12,6
11376,2021/7/26-13,11
11377,2021/7/26-14,16
11378,2021/7/26-15,12
11379,2021/7/26-16,15
11380,2021/7/26-17,24
11381,2021/7/26-18,7
11382,2021/7/26-19,22
11383,2021/7/26-20,11
11384,2021/7/26-21,10
11385,2021/7/26-22,8
11386,2021/7/26-23,9
11387,2021/7/27-0,3
11388,2021/7/27-1,3
11389,2021/7/27-2,1
11390,2021/7/27-3,1
11391,2021/7/27-4,9
11392,2021/7/27-5,8
11393,2021/7/27-6,5
11394,2021/7/27-7,16
11395,2021/7/27-8,6
11396,2021/7/27-9,9
11397,2021/7/27-10,3
11398,2021/7/27-11,10
11399,2021/7/27-12,10
11400,2021/7/27-13,20
11401,2021/7/27-14,26
11402,2021/7/27-15,12
11403,2021/7/27-16,13
11404,2021/7/27-17,12
11405,2021/7/27-18,11
11406,2021/7/27-19,10
11407,2021/7/27-20,7
11408,2021/7/27-21,8
11409,2021/7/27-22,3
11410,2021/7/27-23,2
11411,2021/7/28-3,2
11412,2021/7/28-4,5
11413,2021/7/28-5,2
11414,2021/7/28-6,3
11415,2021/7/28-9,6
11416,2021/7/28-10,2
11417,2021/7/28-11,13
11418,2021/7/28-12,15
11419,2021/7/28-13,13
11420,2021/7/28-14,5
11421,2021/7/28-15,8
11422,2021/7/28-16,2
11423,2021/7/28-18,3
11424,2021/7/28-19,2
11425,2021/7/28-20,1
11426,2021/7/28-21,6
11427,2021/7/28-22,3
11428,2021/7/28-23,6
11429,2021/7/29-1,2
11430,2021/7/29-2,4
11431,2021/7/29-3,1
11432,2021/7/29-5,1
11433,2021/7/29-6,8
11434,2021/7/29-7,2
11435,2021/7/29-8,3
11436,2021/7/29-10,1
11437,2021/7/29-11,6
11438,2021/7/29-13,16
11439,2021/7/29-14,3
11440,2021/7/29-15,3
11441,2021/7/29-16,3
11442,2021/7/29-17,7
11443,2021/7/29-18,3
11444,2021/7/29-19,5
11445,2021/7/29-20,3
11446,2021/7/29-21,5
11447,2021/7/3-0,3
11448,2021/7/3-1,2
11449,2021/7/3-3,2
11450,2021/7/3-4,1
11451,2021/7/3-5,1
11452,2021/7/3-6,3
11453,2021/7/3-7,7
11454,2021/7/3-8,1
11455,2021/7/3-9,5
11456,2021/7/3-10,14
11457,2021/7/3-11,3
11458,2021/7/3-12,8
11459,2021/7/3-13,3
11460,2021/7/3-14,20
11461,2021/7/3-15,24
11462,2021/7/3-16,23
11463,2021/7/3-17,21
11464,2021/7/3-18,8
11465,2021/7/3-19,9
11466,2021/7/3-20,10
11467,2021/7/3-21,5
11468,2021/7/3-22,32
11469,2021/7/3-23,17
11470,2021/7/30-1,1
11471,2021/7/30-2,0
11472,2021/7/30-3,1
11473,2021/7/30-4,2
11474,2021/7/30-6,3
11475,2021/7/30-9,1
11476,2021/7/30-10,8
11477,2021/7/30-11,92
11478,2021/7/30-12,11
11479,2021/7/30-13,7
11480,2021/7/30-14,6
11481,2021/7/30-15,9
11482,2021/7/30-16,6
11483,2021/7/30-17,6
11484,2021/7/30-18,17
11485,2021/7/30-19,23
11486,2021/7/30-20,11
11487,2021/7/30-21,12
11488,2021/7/30-22,21
11489,2021/7/30-23,2
11490,2021/7/31-0,5
11491,2021/7/31-4,3
11492,2021/7/31-5,4
11493,2021/7/31-6,8
11494,2021/7/31-7,10
11495,2021/7/31-8,15
11496,2021/7/31-9,11
11497,2021/7/31-10,10
11498,2021/7/31-11,11
11499,2021/7/31-12,10
11500,2021/7/31-13,22
11501,2021/7/31-14,8
11502,2021/7/31-15,13
11503,2021/7/31-16,8
11504,2021/7/31-17,24
11505,2021/7/31-18,14
11506,2021/7/31-19,15
11507,2021/7/31-20,90
11508,2021/7/31-21,18
11509,2021/7/31-22,8
11510,2021/7/31-23,8
11511,2021/7/4-0,3
11512,2021/7/4-1,2
11513,2021/7/4-3,4
11514,2021/7/4-4,2
11515,2021/7/4-5,2
11516,2021/7/4-6,15
11517,2021/7/4-7,3
11518,2021/7/4-8,1
11519,2021/7/4-9,3
11520,2021/7/4-10,10
11521,2021/7/4-11,12
11522,2021/7/4-12,23
11523,2021/7/4-13,9
11524,2021/7/4-14,43
11525,2021/7/4-15,24
11526,2021/7/4-16,6
11527,2021/7/4-17,23
11528,2021/7/4-18,8
11529,2021/7/4-19,10
11530,2021/7/4-20,20
11531,2021/7/4-21,21
11532,2021/7/4-22,3
11533,2021/7/4-23,1
11534,2021/7/5-1,2
11535,2021/7/5-2,2
11536,2021/7/5-3,2
11537,2021/7/5-4,9
11538,2021/7/5-5,1
11539,2021/7/5-6,2
11540,2021/7/5-7,2
11541,2021/7/5-8,1
11542,2021/7/5-9,2
11543,2021/7/5-10,6
11544,2021/7/5-11,12
11545,2021/7/5-12,15
11546,2021/7/5-13,10
11547,2021/7/5-14,9
11548,2021/7/5-15,9
11549,2021/7/5-16,3
11550,2021/7/5-17,12
11551,2021/7/5-18,10
11552,2021/7/5-19,12
11553,2021/7/5-20,10
11554,2021/7/5-21,4
11555,2021/7/5-22,9
11556,2021/7/5-23,8
11557,2021/7/6-0,1
11558,2021/7/6-1,1
11559,2021/7/6-2,1
11560,2021/7/6-3,1
11561,2021/7/6-4,1
11562,2021/7/6-6,4
11563,2021/7/6-7,7
11564,2021/7/6-8,1
11565,2021/7/6-9,7
11566,2021/7/6-10,8
11567,2021/7/6-11,12
11568,2021/7/6-12,6
11569,2021/7/6-13,10
11570,2021/7/6-14,15
11571,2021/7/6-15,7
11572,2021/7/6-16,8
11573,2021/7/6-17,6
11574,2021/7/6-18,6
11575,2021/7/6-19,6
11576,2021/7/6-20,3
11577,2021/7/6-21,5
11578,2021/7/6-22,11
11579,2021/7/6-23,3
11580,2021/7/7-0,2
11581,2021/7/7-1,5
11582,2021/7/7-2,3
11583,2021/7/7-3,4
11584,2021/7/7-4,3
11585,2021/7/7-5,1
11586,2021/7/7-6,4
11587,2021/7/7-7,3
11588,2021/7/7-8,2
11589,2021/7/7-9,10
11590,2021/7/7-10,4
11591,2021/7/7-11,19
11592,2021/7/7-12,21
11593,2021/7/7-13,5
11594,2021/7/7-14,11
11595,2021/7/7-15,7
11596,2021/7/7-16,9
11597,2021/7/7-17,13
11598,2021/7/7-18,7
11599,2021/7/7-19,8
11600,2021/7/7-20,8
11601,2021/7/7-21,8
11602,2021/7/7-22,2
11603,2021/7/7-23,2
11604,2021/7/8-0,2
11605,2021/7/8-2,1
11606,2021/7/8-3,3
11607,2021/7/8-4,2
11608,2021/7/8-5,9
11609,2021/7/8-6,4
11610,2021/7/8-7,5
11611,2021/7/8-8,4
11612,2021/7/8-9,16
11613,2021/7/8-10,6
11614,2021/7/8-11,11
11615,2021/7/8-12,4
11616,2021/7/8-13,10
11617,2021/7/8-14,6
11618,2021/7/8-15,10
11619,2021/7/8-16,9
11620,2021/7/8-17,7
11621,2021/7/8-18,11
11622,2021/7/8-19,16
11623,2021/7/8-20,9
11624,2021/7/8-21,18
11625,2021/7/8-22,4
11626,2021/7/8-23,6
11627,2021/7/9-0,2
11628,2021/7/9-1,2
11629,2021/7/9-2,2
11630,2021/7/9-3,1
11631,2021/7/9-4,1
11632,2021/7/9-5,5
11633,2021/7/9-6,4
11634,2021/7/9-7,3
11635,2021/7/9-8,4
11636,2021/7/9-9,7
11637,2021/7/9-10,9
11638,2021/7/9-11,8
11639,2021/7/9-12,5
11640,2021/7/9-13,10
11641,2021/7/9-14,9
11642,2021/7/9-15,7
11643,2021/7/9-16,5
11644,2021/7/9-17,10
11645,2021/7/9-18,9
11646,2021/7/9-19,5
11647,2021/7/9-20,5
11648,2021/7/9-21,10
11649,2021/7/9-22,10
11650,2021/7/9-23,4
11651,2021/8/1-0,1
11652,2021/8/1-1,1
11653,2021/8/1-2,1
11654,2021/8/1-3,4
11655,2021/8/1-4,36
11656,2021/8/1-5,9
11657,2021/8/1-6,4
11658,2021/8/1-7,6
11659,2021/8/1-8,3
11660,2021/8/1-9,6
11661,2021/8/1-10,8
11662,2021/8/1-11,17
11663,2021/8/1-12,7
11664,2021/8/1-13,14
11665,2021/8/1-14,39
11666,2021/8/1-15,87
11667,2021/8/1-16,26
11668,2021/8/1-17,18
11669,2021/8/1-18,26
11670,2021/8/1-19,7
11671,2021/8/1-20,86
11672,2021/8/1-21,16
11673,2021/8/1-22,15
11674,2021/8/1-23,8
11675,2021/8/10-0,3
11676,2021/8/10-2,3
11677,2021/8/10-3,4
11678,2021/8/10-4,11
11679,2021/8/10-5,10
11680,2021/8/10-6,15
11681,2021/8/10-7,7
11682,2021/8/10-8,13
11683,2021/8/10-9,11
11684,2021/8/10-10,43
11685,2021/8/10-11,12
11686,2021/8/10-12,23
11687,2021/8/10-13,20
11688,2021/8/10-14,18
11689,2021/8/10-15,18
11690,2021/8/10-16,32
11691,2021/8/10-17,10
11692,2021/8/10-18,32
11693,2021/8/10-19,16
11694,2021/8/10-20,21
11695,2021/8/10-21,3
11696,2021/8/10-22,11
11697,2021/8/10-23,6
11698,2021/8/11-0,4
11699,2021/8/11-1,2
11700,2021/8/11-2,4
11701,2021/8/11-3,6
11702,2021/8/11-4,4
11703,2021/8/11-5,16
11704,2021/8/11-6,13
11705,2021/8/11-7,4
11706,2021/8/11-8,6
11707,2021/8/11-9,3
11708,2021/8/11-10,29
11709,2021/8/11-11,29
11710,2021/8/11-12,33
11711,2021/8/11-13,11
11712,2021/8/11-14,56
11713,2021/8/11-15,15
11714,2021/8/11-16,33
11715,2021/8/11-17,14
11716,2021/8/11-18,16
11717,2021/8/11-19,2
11718,2021/8/11-20,8
11719,2021/8/11-21,9
11720,2021/8/11-22,18
11721,2021/8/11-23,7
11722,2021/8/12-0,3
11723,2021/8/12-1,2
11724,2021/8/12-3,3
11725,2021/8/12-4,10
11726,2021/8/12-5,18
11727,2021/8/12-6,10
11728,2021/8/12-7,13
11729,2021/8/12-8,5
11730,2021/8/12-9,11
11731,2021/8/12-10,35
11732,2021/8/12-11,7
11733,2021/8/12-12,5
11734,2021/8/12-13,6
11735,2021/8/12-14,21
11736,2021/8/12-15,23
11737,2021/8/12-16,20
11738,2021/8/12-17,50
11739,2021/8/12-18,38
11740,2021/8/12-19,36
11741,2021/8/12-20,20
11742,2021/8/12-21,5
11743,2021/8/12-22,6
11744,2021/8/12-23,4
11745,2021/8/13-0,1
11746,2021/8/13-2,1
11747,2021/8/13-3,2
11748,2021/8/13-4,11
11749,2021/8/13-5,8
11750,2021/8/13-6,15
11751,2021/8/13-7,1
11752,2021/8/13-8,3
11753,2021/8/13-9,8
11754,2021/8/13-10,8
11755,2021/8/13-11,10
11756,2021/8/13-12,5
11757,2021/8/13-13,17
11758,2021/8/13-14,16
11759,2021/8/13-15,24
11760,2021/8/13-16,16
11761,2021/8/13-17,39
11762,2021/8/13-18,19
11763,2021/8/13-19,7
11764,2021/8/13-20,11
11765,2021/8/13-21,1
11766,2021/8/13-22,1
11767,2021/8/14-0,3
11768,2021/8/14-1,7
11769,2021/8/14-4,3
11770,2021/8/14-5,11
11771,2021/8/14-6,18
11772,2021/8/14-7,20
11773,2021/8/14-8,28
11774,2021/8/14-9,32
11775,2021/8/14-10,13
11776,2021/8/14-11,15
11777,2021/8/14-12,13
11778,2021/8/14-13,15
11779,2021/8/14-14,9
11780,2021/8/14-15,22
11781,2021/8/14-16,50
11782,2021/8/14-17,15
11783,2021/8/14-18,23
11784,2021/8/14-19,9
11785,2021/8/14-20,16
11786,2021/8/14-21,14
11787,2021/8/14-22,3
11788,2021/8/14-23,7
11789,2021/8/15-1,4
11790,2021/8/15-2,2
11791,2021/8/15-3,5
11792,2021/8/15-5,13
11793,2021/8/15-6,21
11794,2021/8/15-7,16
11795,2021/8/15-8,7
11796,2021/8/15-9,8
11797,2021/8/15-10,7
11798,2021/8/15-11,10
11799,2021/8/15-12,12
11800,2021/8/15-13,19
11801,2021/8/15-14,16
11802,2021/8/15-15,8
11803,2021/8/15-16,18
11804,2021/8/15-17,11
11805,2021/8/15-18,10
11806,2021/8/15-19,7
11807,2021/8/15-20,10
11808,2021/8/15-21,23
11809,2021/8/15-22,14
11810,2021/8/15-23,10
11811,2021/8/16-1,2
11812,2021/8/16-2,1
11813,2021/8/16-4,4
11814,2021/8/16-5,16
11815,2021/8/16-6,16
11816,2021/8/16-7,10
11817,2021/8/16-8,11
11818,2021/8/16-9,5
11819,2021/8/16-10,21
11820,2021/8/16-11,17
11821,2021/8/16-12,10
11822,2021/8/16-13,20
11823,2021/8/16-14,13
11824,2021/8/16-15,10
11825,2021/8/16-16,21
11826,2021/8/16-17,14
11827,2021/8/16-18,23
11828,2021/8/16-19,21
11829,2021/8/16-20,17
11830,2021/8/16-21,10
11831,2021/8/16-22,4
11832,2021/8/16-23,10
11833,2021/8/17-0,10
11834,2021/8/17-1,5
11835,2021/8/17-2,2
11836,2021/8/17-3,3
11837,2021/8/17-4,8
11838,2021/8/17-5,12
11839,2021/8/17-6,40
11840,2021/8/17-7,12
11841,2021/8/17-8,29
11842,2021/8/17-9,10
11843,2021/8/17-10,7
11844,2021/8/17-11,6
11845,2021/8/17-12,13
11846,2021/8/17-13,12
11847,2021/8/17-14,10
11848,2021/8/17-15,39
11849,2021/8/17-16,14
11850,2021/8/17-17,18
11851,2021/8/17-18,7
11852,2021/8/17-19,32
11853,2021/8/17-20,9
11854,2021/8/17-21,5
11855,2021/8/17-22,7
11856,2021/8/17-23,2
11857,2021/8/18-0,1
11858,2021/8/18-1,10
11859,2021/8/18-2,3
11860,2021/8/18-3,3
11861,2021/8/18-4,14
11862,2021/8/18-5,7
11863,2021/8/18-6,16
11864,2021/8/18-7,20
11865,2021/8/18-8,8
11866,2021/8/18-9,4
11867,2021/8/18-10,4
11868,2021/8/18-11,7
11869,2021/8/18-12,6
11870,2021/8/18-13,2
11871,2021/8/18-14,1
11872,2021/8/18-15,29
11873,2021/8/18-16,36
11874,2021/8/18-17,4
11875,2021/8/18-18,5
11876,2021/8/18-20,4
11877,2021/8/18-21,7
11878,2021/8/18-22,2
11879,2021/8/18-23,1
11880,2021/8/19-0,1
11881,2021/8/19-3,11
11882,2021/8/19-4,7
11883,2021/8/19-5,8
11884,2021/8/19-6,2
11885,2021/8/19-7,2
11886,2021/8/19-8,29
11887,2021/8/19-9,28
11888,2021/8/19-10,84
11889,2021/8/19-11,37
11890,2021/8/19-12,3
11891,2021/8/19-13,4
11892,2021/8/19-14,4
11893,2021/8/19-15,2
11894,2021/8/19-16,6
11895,2021/8/19-17,5
11896,2021/8/19-18,4
11897,2021/8/19-19,15
11898,2021/8/19-20,15
11899,2021/8/19-21,15
11900,2021/8/19-22,9
11901,2021/8/19-23,11
11902,2021/8/2-0,1
11903,2021/8/2-2,1
11904,2021/8/2-3,4
11905,2021/8/2-4,3
11906,2021/8/2-5,16
11907,2021/8/2-6,10
11908,2021/8/2-7,13
11909,2021/8/2-8,3
11910,2021/8/2-9,7
11911,2021/8/2-10,10
11912,2021/8/2-11,41
11913,2021/8/2-12,24
11914,2021/8/2-13,32
11915,2021/8/2-14,19
11916,2021/8/2-15,36
11917,2021/8/2-16,22
11918,2021/8/2-17,28
11919,2021/8/2-18,29
11920,2021/8/2-19,41
11921,2021/8/2-20,28
11922,2021/8/2-21,13
11923,2021/8/2-22,7
11924,2021/8/2-23,5
11925,2021/8/20-0,2
11926,2021/8/20-1,2
11927,2021/8/20-3,4
11928,2021/8/20-4,7
11929,2021/8/20-5,32
11930,2021/8/20-6,12
11931,2021/8/20-7,16
11932,2021/8/20-8,18
11933,2021/8/20-9,6
11934,2021/8/20-10,9
11935,2021/8/20-11,11
11936,2021/8/20-12,5
11937,2021/8/20-13,5
11938,2021/8/20-14,8
11939,2021/8/20-15,32
11940,2021/8/20-16,9
11941,2021/8/20-17,42
11942,2021/8/20-18,6
11943,2021/8/20-19,11
11944,2021/8/20-20,38
11945,2021/8/20-21,31
11946,2021/8/20-22,31
11947,2021/8/21-1,2
11948,2021/8/21-2,2
11949,2021/8/21-4,6
11950,2021/8/21-5,22
11951,2021/8/21-6,4
11952,2021/8/21-7,18
11953,2021/8/21-8,4
11954,2021/8/21-9,1
11955,2021/8/21-10,26
11956,2021/8/21-11,7
11957,2021/8/21-12,3
11958,2021/8/21-13,9
11959,2021/8/21-14,10
11960,2021/8/21-15,4
11961,2021/8/21-16,7
11962,2021/8/21-17,3
11963,2021/8/21-18,3
11964,2021/8/21-19,1
11965,2021/8/21-20,29
11966,2021/8/21-21,15
11967,2021/8/21-22,6
11968,2021/8/21-23,5
11969,2021/8/22-0,1
11970,2021/8/22-1,1
11971,2021/8/22-2,4
11972,2021/8/22-4,2
11973,2021/8/22-5,12
11974,2021/8/22-6,15
11975,2021/8/22-7,28
11976,2021/8/22-8,2
11977,2021/8/22-9,4
11978,2021/8/22-10,9
11979,2021/8/22-11,24
11980,2021/8/22-12,7
11981,2021/8/22-13,10
11982,2021/8/22-14,13
11983,2021/8/22-15,23
11984,2021/8/22-16,12
11985,2021/8/22-17,7
11986,2021/8/22-18,13
11987,2021/8/22-19,23
11988,2021/8/22-20,9
11989,2021/8/22-21,4
11990,2021/8/22-22,2
11991,2021/8/22-23,1
11992,2021/8/23-0,3
11993,2021/8/23-2,2
11994,2021/8/23-3,2
11995,2021/8/23-4,6
11996,2021/8/23-5,10
11997,2021/8/23-6,12
11998,2021/8/23-7,5
11999,2021/8/23-9,30
12000,2021/8/23-10,4
12001,2021/8/23-11,10
12002,2021/8/23-12,8
12003,2021/8/23-13,11
12004,2021/8/23-14,20
12005,2021/8/23-15,12
12006,2021/8/23-16,2
12007,2021/8/23-17,19
12008,2021/8/23-18,17
12009,2021/8/23-19,20
12010,2021/8/23-20,12
12011,2021/8/23-21,2
12012,2021/8/23-22,3
12013,2021/8/24-1,4
12014,2021/8/24-2,2
12015,2021/8/24-3,4
12016,2021/8/24-4,8
12017,2021/8/24-5,15
12018,2021/8/24-6,3
12019,2021/8/24-7,4
12020,2021/8/24-8,7
12021,2021/8/24-10,1
12022,2021/8/24-11,1
12023,2021/8/24-12,10
12024,2021/8/24-13,14
12025,2021/8/24-14,9
12026,2021/8/24-15,7
12027,2021/8/24-16,6
12028,2021/8/24-17,13
12029,2021/8/24-18,16
12030,2021/8/24-19,11
12031,2021/8/24-20,5
12032,2021/8/24-21,7
12033,2021/8/24-22,5
12034,2021/8/24-23,1
12035,2021/8/25-0,1
12036,2021/8/25-1,4
12037,2021/8/25-2,2
