,truck_no,load_date,end_point
2982,鲁L86710,2021-11-03 17:21:31,P000015400
2983,鲁L76155,2021-11-03 17:23:31,P000015400
3002,鲁L69300,2021-11-03 17:45:36,P000017812
3003,鲁L79113,2021-11-03 17:46:31,P000015400
3007,琼E29667,2021-11-03 17:50:34,P000018204
3012,鲁L13333,2021-11-03 17:56:02,P000017812
3021,鲁L68980,2021-11-03 18:12:08,P000017812
3041,鲁L79093,2021-11-03 18:30:02,P000015400
3064,鲁L67903,2021-11-03 18:47:01,P000015059
3073,鲁L71556,2021-11-03 18:56:00,P000003383
3074,琼E21265,2021-11-03 18:57:52,P000018362
3075,琼E21265,2021-11-03 18:57:52,P000018362
3106,鲁L86597,2021-11-03 19:32:31,P000021313
3115,鲁L71556,2021-11-03 19:45:57,P000001955
3117,鲁L67183,2021-11-03 19:47:37,P000015059
3119,鲁L65391,2021-11-03 19:48:31,P000017812
3140,鲁L75902,2021-11-03 20:10:02,P000015400
3153,琼E26279,2021-11-03 20:30:00,P000018362
3180,鲁L67837,2021-11-03 21:00:32,P000015484
3189,鲁L95963,2021-11-03 21:14:32,P000015059
3195,鲁L67803,2021-11-03 21:20:00,P000018362
3228,鲁L68112,2021-11-03 21:46:00,P000018362
3253,鲁L72516,2021-11-03 22:24:00,P000018362
3254,鲁L67765,2021-11-03 22:24:06,P000018362
3255,鲁L67765,2021-11-03 22:24:06,P000018362
3272,鲁Q277KM,2021-11-03 22:38:00,P000018362
3273,鲁Q277KM,2021-11-03 22:38:00,P000018362
3274,苏GN2526,2021-11-03 22:39:10,P000018204
3281,鲁Q161KC,2021-11-03 22:48:00,P000018362
3290,鲁L13595,2021-11-03 23:06:02,P000027712
3291,鲁L79950,2021-11-03 23:07:31,P000027712
3300,鲁L79366,2021-11-03 23:21:02,P000027712
3322,鲁L67500,2021-11-03 23:50:02,P000043918
3338,鲁UW7761,2021-11-04 00:29:32,P000043918
3361,鲁L85797,2021-11-04 01:40:51,P000051729
3365,鲁L13938,2021-11-04 01:44:58,P000051729
3366,鲁L67952,2021-11-04 01:45:02,P000021313
3367,鲁LE7632,2021-11-04 01:46:36,P000051729
3368,鲁L58318,2021-11-04 01:47:51,P000021961
3375,鲁L61106,2021-11-04 01:56:47,P000051729
3381,鲁L16333,2021-11-04 02:10:10,P000051729
3385,鲁L79123,2021-11-04 02:20:52,P000051729
3394,鲁UR3905,2021-11-04 02:39:02,P000055787
3402,鲁L93323,2021-11-04 02:55:31,P000021313
3407,鲁UP8116,2021-11-04 03:13:02,P000043918
3414,鲁L17303,2021-11-04 03:52:00,P000051729
3417,鲁L68651,2021-11-04 04:03:32,P000055787
3418,苏GR0612,2021-11-04 04:04:00,P000018204
3419,鲁L68273,2021-11-04 04:07:31,P000042580
3427,鲁UH5037,2021-11-04 04:30:32,P000043918
3428,鲁UF7053,2021-11-04 04:31:31,P000043918
3435,鲁L59621,2021-11-04 04:55:36,P000051729
3437,鲁L85812,2021-11-04 05:02:22,P000051729
3438,鲁L58352,2021-11-04 05:03:32,P000051729
3440,鲁L73121,2021-11-04 05:12:56,P000051729
3441,苏GP9065,2021-11-04 05:14:00,P000051729
3443,鲁L83678,2021-11-04 05:15:02,P000055551
3446,鲁L58361,2021-11-04 05:16:52,P000051729
3451,鲁L58703,2021-11-04 05:20:59,P000051729
3458,鲁L89917,2021-11-04 05:47:32,P000043918
3463,鲁L68710,2021-11-04 05:54:02,P000043918
3468,鲁UF5987,2021-11-04 06:01:01,P000043918
3469,鲁L58317,2021-11-04 06:01:16,P000051729
3475,鲁Q068ED,2021-11-04 06:14:29,P000018204
3476,苏H3601U,2021-11-04 06:15:12,P000051729
3477,苏GT9806,2021-11-04 06:17:27,P000018362
3478,苏GT9806,2021-11-04 06:17:27,P000018362
3485,鲁L85812,2021-11-04 06:26:00,P000051729
3487,鲁L68826,2021-11-04 06:28:08,P000051729
3490,鲁L88817,2021-11-04 06:30:03,P000043918
3507,苏GG8688,2021-11-04 07:12:42,P000051729
3515,苏GG6099,2021-11-04 07:20:09,P000051729
3519,苏GQ5895,2021-11-04 07:46:00,P000018362
3520,苏GQ5895,2021-11-04 07:46:00,P000018362
3527,鲁Q377HB,2021-11-04 08:15:31,P000018204
3529,鲁L99737,2021-11-04 08:20:02,P000055551
3537,鲁L85233,2021-11-04 08:43:31,P000015400
3539,鲁L83973,2021-11-04 08:44:44,P000015400
3546,鲁L57353,2021-11-04 08:48:38,P000043918
3547,鲁H95W02,2021-11-04 08:52:00,P000018204
3548,鲁H95W02,2021-11-04 08:52:00,P000017982
3550,鲁L87060,2021-11-04 08:56:02,P000015400
3551,鲁L98281,2021-11-04 08:57:02,P000015400
3552,苏GN6169,2021-11-04 08:57:40,P000018204
3553,鲁L68703,2021-11-04 08:58:31,P000043918
3560,鲁L85550,2021-11-04 09:13:02,P000043918
3566,鲁Q879GG,2021-11-04 09:14:09,P000018204
3568,鲁L68767,2021-11-04 09:16:02,P000043918
3569,鲁L87101,2021-11-04 09:16:12,P000015400
3578,鲁L76170,2021-11-04 09:24:32,P000015622
3579,鲁Q220EX,2021-11-04 09:26:45,P000018204
3582,鲁L99559,2021-11-04 09:31:54,P000015400
3584,鲁L78667,2021-11-04 09:33:02,P000015400
3589,鲁Q122FR,2021-11-04 09:36:32,P000018204
3604,鲁L77953,2021-11-04 09:50:31,P000042804
3605,鲁L95963,2021-11-04 09:51:02,P000072197
3608,鲁L91668,2021-11-04 09:56:03,P000042580
3609,鲁L63182,2021-11-04 09:57:02,P000042580
3610,鲁L56600,2021-11-04 10:01:02,P000015400
3614,鲁L67903,2021-11-04 10:02:32,P000043918
3623,鲁L85088,2021-11-04 10:10:02,P000015622
3634,鲁L71706,2021-11-04 10:18:00,P000018204
3639,鲁L85902,2021-11-04 10:21:06,P000015400
3640,鲁L86710,2021-11-04 10:21:32,P000015400
3646,苏GL3067,2021-11-04 10:30:12,P000017982
3650,鲁UP8992,2021-11-04 10:34:00,P000017982
3664,苏GN5939,2021-11-04 10:44:46,P000018204
3667,鲁L76993,2021-11-04 10:46:02,P000015400
3671,鲁L77690,2021-11-04 10:51:32,P000015622
3673,苏GY7057,2021-11-04 10:52:00,P000017982
3682,鲁L69736,2021-11-04 11:00:03,P000043918
3691,鲁L15310,2021-11-04 11:11:01,P000072182
3695,鲁L70312,2021-11-04 11:13:09,P000018204
3700,鲁L75560,2021-11-04 11:18:32,P000024571
3703,鲁L68759,2021-11-04 11:21:31,P000024571
3705,鲁L79550,2021-11-04 11:23:31,P000024571
3715,鲁UP8116,2021-11-04 11:39:31,P000043918
3716,鲁Q975EU,2021-11-04 11:39:55,P000051729
3718,鲁Q778GA,2021-11-04 11:40:05,P000018204
3723,鲁UW7761,2021-11-04 11:43:31,P000043918
3725,鲁L69917,2021-11-04 11:45:02,P000072182
3726,鲁L71972,2021-11-04 11:46:02,P000072182
3727,鲁Q905CF,2021-11-04 11:46:54,P000051729
3729,苏GQ1010,2021-11-04 11:48:01,P000018204
3730,鲁L92226,2021-11-04 11:48:02,P000024571
3731,鲁Q211EQ,2021-11-04 11:48:03,P000018362
3732,鲁L13878,2021-11-04 11:49:02,P000021313
3738,鲁Q355EX,2021-11-04 11:53:11,P000018204
3747,鲁L67500,2021-11-04 11:59:44,P000043918
3754,鲁Q662GN,2021-11-04 12:03:48,P000018204
3756,鲁L86261,2021-11-04 12:06:05,P000051729
3773,鲁L68273,2021-11-04 12:18:37,P000024571
3780,鲁Q975EU,2021-11-04 12:22:22,P000051729
3787,鲁UH5037,2021-11-04 12:29:43,P000043918
3792,鲁L90758,2021-11-04 12:34:32,P000042580
3796,鲁L72750,2021-11-04 12:35:41,P000051729
3799,鲁L86785,2021-11-04 12:39:31,P000015622
3802,鲁L70699,2021-11-04 12:43:41,P000055787
3804,鲁L89917,2021-11-04 12:44:08,P000055787
3805,鲁Q958JE,2021-11-04 12:46:01,P000017982
3809,鲁L88817,2021-11-04 12:47:06,P000072197
3811,鲁UF7053,2021-11-04 12:48:31,P000043918
3815,琼E28553,2021-11-04 12:52:14,P000018362
3825,鲁L67568,2021-11-04 12:58:49,P000018362
3827,鲁UV0185,2021-11-04 12:59:31,P000043918
3833,鲁L93323,2021-11-04 13:02:31,P000072182
3834,苏GT3562,2021-11-04 13:03:13,P000018362
3842,琼E24048,2021-11-04 13:14:08,P000018362
3846,鲁L76110,2021-11-04 13:19:31,P000015400
3848,鲁LD1025,2021-11-04 13:20:32,P000015400
3850,琼E22949,2021-11-04 13:22:00,P000018362
3853,鲁L68093,2021-11-04 13:23:32,P000072182
3856,鲁L65391,2021-11-04 13:26:07,P000042580
3860,鲁L65172,2021-11-04 13:28:31,P000024571
3867,鲁L69272,2021-11-04 13:34:06,P000021313
3870,苏GR8369,2021-11-04 13:34:49,P000018362
3872,苏GN3229,2021-11-04 13:35:13,P000018362
3875,鲁L67585,2021-11-04 13:37:02,P000072182
3878,鲁L86597,2021-11-04 13:39:31,P000024571
3879,琼E13687,2021-11-04 13:39:35,P000018362
3882,鲁UP1337,2021-11-04 13:41:01,P000043918
3885,鲁UF5987,2021-11-04 13:42:31,P000043918
3887,鲁L67575,2021-11-04 13:43:32,P000017907
3907,苏GL8015,2021-11-04 13:59:54,P000018362
3914,苏GV2010,2021-11-04 14:04:42,P000018362
3926,鲁UN2799,2021-11-04 14:16:02,P000043918
3935,琼E21265,2021-11-04 14:26:25,P000018362
3936,苏GX0167,2021-11-04 14:26:58,P000017982
3946,鲁VL5130,2021-11-04 14:32:22,P000018362
3947,鲁VL5130,2021-11-04 14:32:22,P000018362
3950,鲁L83678,2021-11-04 14:38:32,P000021313
3953,鲁L68980,2021-11-04 14:40:02,P000043918
3956,鲁Q925GU,2021-11-04 14:45:43,P000018362
3960,苏H0757C,2021-11-04 14:46:06,P000018362
3966,鲁L86261,2021-11-04 14:50:00,P000051729
3982,鲁H81Z78,2021-11-04 15:04:06,P000018362
3983,鲁H81Z78,2021-11-04 15:04:06,P000018362
3993,鲁Q722EZ,2021-11-04 15:13:16,P000018362
4002,鲁Q571FL,2021-11-04 15:18:59,P000018362
4007,鲁UG6805,2021-11-04 15:25:02,P000043918
4012,苏H0533V,2021-11-04 15:34:24,P000018362
4023,琼E26279,2021-11-04 15:46:45,P000018362
4046,鲁UR3905,2021-11-04 16:10:31,P000043918
4049,鲁Q820EG,2021-11-04 16:11:59,P000018362
4053,鲁L13333,2021-11-04 16:15:02,P000055551
4056,鲁H62D99,2021-11-04 16:19:46,P000018204
4057,鲁H62D99,2021-11-04 16:19:46,P000017982
4067,苏H6603B,2021-11-04 16:28:34,P000018362
4077,苏GD9135,2021-11-04 16:36:23,P000018362
4093,苏GG1611,2021-11-04 16:47:34,P000018362
4101,鲁Q890ER,2021-11-04 16:52:14,P000018362
4105,鲁L76625,2021-11-04 16:54:02,P000043918
4106,鲁L83198,2021-11-04 16:55:02,P000043918
4121,鲁Q965ET,2021-11-04 17:08:33,P000018362
4130,鲁L90656,2021-11-04 17:14:31,P000024571
4139,鲁L68703,2021-11-04 17:20:02,P000017812
4144,鲁L67103,2021-11-04 17:22:32,P000015400
4147,鲁L75905,2021-11-04 17:25:16,P000017812
4149,鲁Q371GC,2021-11-04 17:26:00,P000018362
4152,鲁L67903,2021-11-04 17:26:41,P000017812
4159,鲁Q122EG,2021-11-04 17:31:14,P000018362
4174,鲁Q261GD,2021-11-04 17:40:43,P000018362
4183,鲁L98321,2021-11-04 17:44:02,P000015400
4184,琼E27259,2021-11-04 17:44:07,P000017982
4186,鲁L91668,2021-11-04 17:44:39,P000017812
4188,鲁L69756,2021-11-04 17:45:32,P000017812
4192,琼E29667,2021-11-04 17:48:57,P000018362
4196,鲁Q905FT,2021-11-04 17:53:52,P000018362
4200,鲁L67837,2021-11-04 17:58:00,P000047649
4201,鲁L67837,2021-11-04 17:58:00,P000047649
4204,鲁Q375KU,2021-11-04 17:59:16,P000018362
4206,苏GB3319,2021-11-04 18:04:21,P000018362
4207,鲁L68651,2021-11-04 18:05:02,P000024571
4211,鲁L95963,2021-11-04 18:10:31,P000042293
4215,鲁L68710,2021-11-04 18:19:02,P000042293
4216,鲁L69260,2021-11-04 18:19:31,P000024571
4246,鲁L19008,2021-11-04 18:38:32,P000015400
4251,鲁L99737,2021-11-04 18:41:32,P000015059
4286,鲁Q055LG,2021-11-04 19:14:39,P000018362
4297,鲁UP8116,2021-11-04 19:24:32,P000043918
4298,鲁L67183,2021-11-04 19:25:02,P000024571
4300,鲁L67182,2021-11-04 19:27:32,P000072182
4301,鲁Q713FF,2021-11-04 19:28:00,P000017982
4304,鲁UW7761,2021-11-04 19:28:36,P000043918
4314,鲁Q335GU,2021-11-04 19:38:00,P000017982
4322,苏GR0612,2021-11-04 19:47:54,P000017982
4333,鲁L67765,2021-11-04 19:58:00,P000018362
4334,鲁L67765,2021-11-04 19:58:00,P000018362
4335,苏H0619H,2021-11-04 19:59:50,P000018362
4341,鲁L58951,2021-11-04 20:02:01,P000017764
4349,鲁L63182,2021-11-04 20:17:01,P000019735
4350,苏H5073C,2021-11-04 20:17:33,P000017982
4353,苏GP9065,2021-11-04 20:20:00,P000027295
4354,苏GP9065,2021-11-04 20:20:00,P000027295
4355,苏GP9065,2021-11-04 20:20:00,P000027295
4358,鲁Q713EE,2021-11-04 20:20:04,P000018362
4375,鲁L72222,2021-11-04 20:34:12,P000018362
4376,苏H1608Z,2021-11-04 20:36:23,P000017982
4383,苏H1937Y,2021-11-04 20:44:43,P000017982
4388,苏GQ1010,2021-11-04 20:48:48,P000018362
4389,苏GQ1010,2021-11-04 20:48:48,P000018362
4397,鲁L85550,2021-11-04 20:54:31,P000042804
4404,鲁UF7053,2021-11-04 21:06:02,P000043918
4405,苏GN5939,2021-11-04 21:08:00,P000018362
4424,苏GQ5895,2021-11-04 21:20:00,P000061093
4429,鲁L76170,2021-11-04 21:22:02,P000027712
4440,鲁L75560,2021-11-04 21:32:31,P000027712
4444,苏H5756J,2021-11-04 21:38:00,P000017982
4445,鲁L13595,2021-11-04 21:44:02,P000027712
4448,鲁L79366,2021-11-04 21:48:02,P000027712
4449,鲁L70699,2021-11-04 21:48:31,P000012949
4450,鲁L78757,2021-11-04 21:51:31,P000027712
4452,鲁L79950,2021-11-04 21:52:31,P000027712
4463,苏GL3067,2021-11-04 22:00:43,P000018362
4464,鲁L65072,2021-11-04 22:04:00,P000061093
4472,鲁L67803,2021-11-04 22:12:33,P000018362
4482,鲁L68112,2021-11-04 22:21:23,P000018362
4489,鲁L72516,2021-11-04 22:31:38,P000018362
4491,琼E25545,2021-11-04 22:32:13,P000001388
4492,琼E25545,2021-11-04 22:32:13,P000001388
4493,鲁L68188,2021-11-04 22:32:23,P000017764
4500,鲁UH5037,2021-11-04 22:46:02,P000043918
4505,鲁L83678,2021-11-04 22:58:32,P000017764
4507,鲁L79550,2021-11-04 23:09:31,P000024571
4526,鲁UV0185,2021-11-04 23:31:31,P000043918
4538,鲁L73817,2021-11-04 23:42:32,P000021961
4547,鲁L73762,2021-11-04 23:51:02,P000012949
4551,鲁UP1337,2021-11-05 00:01:02,P000043918
4561,鲁L85902,2021-11-05 00:15:32,P000024571
4570,鲁L61106,2021-11-05 00:32:00,P000020361
4574,鲁L13878,2021-11-05 00:36:55,P000017764
4578,鲁L90656,2021-11-05 00:42:12,P000012949
4594,鲁L79123,2021-11-05 01:16:49,P000051729
4598,鲁L16333,2021-11-05 01:20:30,P000051729
4606,鲁Q536EX,2021-11-05 01:31:31,P000051729
4612,鲁LE7632,2021-11-05 01:41:08,P000051729
4614,鲁L68980,2021-11-05 01:46:02,P000054887
4615,鲁L79106,2021-11-05 01:50:19,P000051729
4619,鲁L15520,2021-11-05 01:57:24,P000051729
4627,鲁L72700,2021-11-05 02:06:00,P000051729
4655,鲁L85333,2021-11-05 02:40:00,P000051729
4664,鲁L67621,2021-11-05 02:59:08,P000051729
4670,鲁L90800,2021-11-05 03:04:23,P000051729
4674,鲁L85797,2021-11-05 03:10:00,P000051729
4677,鲁L67585,2021-11-05 03:17:01,P000072182
4704,鲁L68759,2021-11-05 04:36:02,P000024571
4711,鲁L71631,2021-11-05 04:59:02,P000012949
4721,鲁UP8116,2021-11-05 05:23:01,P000043918
4726,鲁L68651,2021-11-05 05:31:09,P000055787
4728,苏H7912M,2021-11-05 05:35:55,P000051729
4736,鲁L91380,2021-11-05 05:46:00,P000051729
4737,鲁L68273,2021-11-05 05:49:31,P000055787
4739,鲁L69055,2021-11-05 05:55:31,P000017764
4741,鲁L73131,2021-11-05 06:02:02,P000017764
4743,苏GN6169,2021-11-05 06:03:18,P000018204
4747,苏GG8688,2021-11-05 06:10:11,P000018204
4749,鲁L88817,2021-11-05 06:15:02,P000017764
4750,鲁L68826,2021-11-05 06:18:10,P000018204
4759,苏H8391L,2021-11-05 06:28:00,P000051729
4767,苏H0889D,2021-11-05 06:42:09,P000051729
4768,鲁L65391,2021-11-05 06:47:02,P000017764
4784,苏GT3562,2021-11-05 07:20:00,P000018204
4794,苏GQ6109,2021-11-05 07:32:34,P000018204
4797,鲁L68321,2021-11-05 07:37:31,P000024571
4798,鲁L99737,2021-11-05 07:38:31,P000017764
4807,苏GP5912,2021-11-05 07:49:31,P000018204
4809,鲁L68188,2021-11-05 07:57:03,P000019735
4820,鲁L67952,2021-11-05 08:11:02,P000017812
4828,鲁L91668,2021-11-05 08:24:02,P000017764
4835,鲁L57720,2021-11-05 08:40:14,P000024571
4845,苏H3601U,2021-11-05 08:52:00,P000051729
4853,鲁Q377HB,2021-11-05 08:56:00,P000018204
4855,鲁Q726GU,2021-11-05 08:56:04,P000051729
4858,鲁L57353,2021-11-05 08:59:02,P000017764
4861,鲁L63621,2021-11-05 09:04:00,P000051729
4865,鲁L85088,2021-11-05 09:10:41,P000042106
4872,鲁L67903,2021-11-05 09:20:32,P000024571
4880,鲁Q220EX,2021-11-05 09:26:37,P000018204
4881,鲁L76993,2021-11-05 09:28:02,P000042106
4883,鲁Q879GG,2021-11-05 09:29:06,P000018204
4885,鲁L67506,2021-11-05 09:34:32,P000024571
4897,鲁L79113,2021-11-05 09:49:02,P000015059
4905,鲁L73130,2021-11-05 09:58:31,P000024571
4906,鲁L58951,2021-11-05 09:59:02,P000015059
4908,鲁L86708,2021-11-05 10:00:28,P000024571
4909,鲁L76155,2021-11-05 10:01:02,P000024571
4911,鲁L69917,2021-11-05 10:02:31,P000017662
4920,苏H3601U,2021-11-05 10:12:00,P000051729
4931,鲁L56600,2021-11-05 10:23:31,P000072182
4937,鲁L98281,2021-11-05 10:26:32,P000072182
4941,鲁L13621,2021-11-05 10:29:02,P000054887
4944,鲁L68703,2021-11-05 10:32:03,P000042580
4949,鲁L69736,2021-11-05 10:39:32,P000035999
4953,苏H2756A,2021-11-05 10:40:25,P000001388
4982,鲁L68315,2021-11-05 11:00:06,P000018362
4998,鲁L68288,2021-11-05 11:12:08,P000017982
5009,鲁L67183,2021-11-05 11:19:32,P000024571
5016,琼E14289,2021-11-05 11:22:03,P000018362
5020,鲁L79710,2021-11-05 11:23:31,P000024571
5021,琼E18577,2021-11-05 11:24:00,P000017982
5023,鲁L72192,2021-11-05 11:26:01,P000042106
5029,鲁L72163,2021-11-05 11:32:00,P000017982
5030,鲁L83678,2021-11-05 11:36:02,P000024571
5033,鲁L87060,2021-11-05 11:41:32,P000024571
5034,鲁Q837GK,2021-11-05 11:44:00,P000018204
5035,鲁Q837GK,2021-11-05 11:44:00,P000017982
5037,鲁L63231,2021-11-05 11:44:06,P000017982
5049,鲁L70699,2021-11-05 11:51:02,P000017812
5051,琼E16771,2021-11-05 11:52:00,P000017982
5053,琼E24048,2021-11-05 11:54:00,P000017982
5057,鲁Q068ED,2021-11-05 11:56:00,P000017982
5060,琼E15306,2021-11-05 11:58:00,P000017982
5067,鲁L88817,2021-11-05 12:01:02,P000017760
5068,鲁L71119,2021-11-05 12:02:32,P000072197
5078,鲁L63182,2021-11-05 12:13:01,P000017954
5083,鲁L68315,2021-11-05 12:16:24,P000018362
5100,鲁L90758,2021-11-05 12:30:02,P000012949
5105,鲁L58753,2021-11-05 12:38:00,P000017982
5111,鲁L68980,2021-11-05 12:45:31,P000017812
5114,鲁UP1337,2021-11-05 12:52:06,P000043918
5118,鲁UV0185,2021-11-05 12:54:02,P000043918
5120,琼E22949,2021-11-05 12:56:00,P000017982
5125,鲁L99737,2021-11-05 13:00:15,P000017954
5132,鲁L95707,2021-11-05 13:10:02,P000024571
5138,苏H5073C,2021-11-05 13:15:27,P000021961
5141,鲁L58361,2021-11-05 13:18:00,P000017982
5147,鲁L65391,2021-11-05 13:22:02,P000017812
5148,鲁L71812,2021-11-05 13:24:00,P000017982
5156,鲁L15186,2021-11-05 13:32:00,P000001535
5158,鲁L58163,2021-11-05 13:34:00,P000017982
5159,琼E21265,2021-11-05 13:34:07,P000018362
5160,琼E21265,2021-11-05 13:34:07,P000018362
5165,鲁L95963,2021-11-05 13:36:32,P000017812
5173,苏GV2010,2021-11-05 13:42:00,P000017982
5176,鲁L69055,2021-11-05 13:44:02,P000035999
5178,琼E13687,2021-11-05 13:46:00,P000017982
5191,鲁L70676,2021-11-05 13:56:02,P000017760
5193,鲁L70357,2021-11-05 13:58:07,P000017982
5194,鲁L68273,2021-11-05 13:58:31,P000017812
5196,鲁UW7761,2021-11-05 14:02:32,P000043918
5198,鲁L89662,2021-11-05 14:08:02,P000017812
5211,琼E27259,2021-11-05 14:24:00,P000017982
5226,苏GG1611,2021-11-05 14:38:00,P000017982
5233,苏GD9135,2021-11-05 14:41:42,P000017982
5235,鲁UF7053,2021-11-05 14:43:47,P000043918
5236,苏H0757C,2021-11-05 14:44:00,P000017982
5238,鲁L13333,2021-11-05 14:45:02,P000017760
5239,苏H5017H,2021-11-05 14:45:35,P000021961
5241,鲁UH5037,2021-11-05 14:46:02,P000043918
5248,鲁L79550,2021-11-05 14:50:02,P000024571
5253,鲁L75905,2021-11-05 14:52:01,P000072182
5257,鲁L67568,2021-11-05 14:54:00,P000017982
5275,鲁L91668,2021-11-05 15:06:31,P000042580
5283,琼E29667,2021-11-05 15:16:00,P000018362
5284,琼E29667,2021-11-05 15:16:00,P000018362
5286,苏H5756J,2021-11-05 15:17:15,P000021961
5290,鲁L69300,2021-11-05 15:19:31,P000024571
5308,鲁L67653,2021-11-05 15:33:02,P000017954
5319,鲁L67952,2021-11-05 15:43:32,P000017812
5320,鲁L57353,2021-11-05 15:44:31,P000035999
5321,鲁L71770,2021-11-05 15:47:17,P000018362
5325,鲁UF5987,2021-11-05 15:51:35,P000043918
5335,鲁L71091,2021-11-05 16:02:11,P000018362
5349,鲁L58962,2021-11-05 16:14:06,P000018362
5355,苏H1608Z,2021-11-05 16:20:00,P000018204
5356,鲁L77690,2021-11-05 16:20:31,P000024571
5357,鲁L68321,2021-11-05 16:20:49,P000024571
5361,苏GB3319,2021-11-05 16:24:31,P000018204
5365,苏H1937Y,2021-11-05 16:28:00,P000017982
5377,鲁L70702,2021-11-05 16:36:00,P000017982
5384,苏H0619H,2021-11-05 16:44:00,P000017982
5385,鲁L85550,2021-11-05 16:45:02,P000017954
5388,苏GG8688,2021-11-05 16:45:48,P000061093
5396,苏GN6169,2021-11-05 16:54:07,P000018204
5409,鲁L67585,2021-11-05 17:15:31,P000072182
5411,苏GX0167,2021-11-05 17:16:06,P000018362
5415,鲁L69756,2021-11-05 17:23:31,P000017954
5416,鲁Q307EU,2021-11-05 17:24:00,P000018362
5432,苏GY6196,2021-11-05 17:33:20,P000018976
5434,鲁L86708,2021-11-05 17:34:07,P000015400
5445,鲁L63182,2021-11-05 17:42:02,P000022741
5449,苏GQ1010,2021-11-05 17:50:00,P000018362
5460,鲁L75560,2021-11-05 18:00:32,P000026814
5464,鲁L88817,2021-11-05 18:05:02,P000022741
5469,琼E26279,2021-11-05 18:12:00,P000018204
5471,鲁L68188,2021-11-05 18:14:02,P000022741
5472,鲁L71267,2021-11-05 18:15:02,P000022741
5475,鲁L13878,2021-11-05 18:17:32,P000022741
5476,苏H0533V,2021-11-05 18:18:00,P000018204
5478,苏GN5939,2021-11-05 18:19:34,P000018362
5483,鲁L77953,2021-11-05 18:23:32,P000017812
5485,鲁H95W02,2021-11-05 18:26:00,P000018204
5494,鲁L69736,2021-11-05 18:33:02,P000055551
5500,鲁L58951,2021-11-05 18:38:08,P000026814
5502,苏GW5162,2021-11-05 18:40:00,P000018976
5508,鲁L17303,2021-11-05 18:52:00,P000020361
5512,鲁VC8967,2021-11-05 18:55:50,P000018362
5521,苏GQ5895,2021-11-05 19:00:47,P000061093
5523,苏GR0612,2021-11-05 19:02:00,P000061093
5531,琼E13276,2021-11-05 19:10:00,P000018362
5532,琼E13276,2021-11-05 19:10:00,P000018362
5536,鲁L71706,2021-11-05 19:12:00,P000018204
5538,鲁L70699,2021-11-05 19:12:17,P000021313
5539,鲁L13513,2021-11-05 19:12:31,P000021313
5546,鲁L70178,2021-11-05 19:20:00,P000018362
5547,鲁L70178,2021-11-05 19:20:00,P000018362
5549,鲁Q978FV,2021-11-05 19:20:05,P000018362
5554,鲁L75822,2021-11-05 19:26:00,P000018976
5559,鲁UP8116,2021-11-05 19:30:02,P000043918
5561,鲁L79093,2021-11-05 19:30:48,P000015400
5564,鲁L67635,2021-11-05 19:36:00,P000018976
5567,鲁L61106,2021-11-05 19:40:00,P000017418
5585,鲁L68651,2021-11-05 19:55:02,P000042293
5593,鲁Q655KE,2021-11-05 20:08:21,P000018362
5597,鲁L68980,2021-11-05 20:12:39,P000055551
5598,鲁L79366,2021-11-05 20:13:01,P000036289
5611,鲁L79950,2021-11-05 20:26:02,P000036289
5614,苏GL9923,2021-11-05 20:30:13,P000018362
5616,鲁L68703,2021-11-05 20:30:38,P000055787
5622,苏GB2770,2021-11-05 20:48:00,P000046805
5630,苏GG6099,2021-11-05 20:57:43,P000046805
5649,鲁L68112,2021-11-05 21:30:00,P000061093
5655,鲁L79106,2021-11-05 21:38:00,P000017418
5661,鲁L67765,2021-11-05 21:44:00,P000061093
5664,鲁L95963,2021-11-05 21:48:02,P000026814
5665,鲁Q161KC,2021-11-05 21:50:00,P000061093
5666,鲁L68132,2021-11-05 21:54:00,P000018362
5667,鲁L68132,2021-11-05 21:54:00,P000018362
5672,鲁L72516,2021-11-05 22:02:21,P000061093
5676,苏GL2395,2021-11-05 22:11:57,P000018362
5686,鲁L72222,2021-11-05 22:26:00,P000061093
5687,鲁Q383KB,2021-11-05 22:28:00,P000018362
5688,鲁Q383KB,2021-11-05 22:28:00,P000018362
5698,鲁L75902,2021-11-05 22:37:32,P000055551
5703,鲁L67903,2021-11-05 22:43:31,P000055787
5714,琼E22949,2021-11-05 22:56:00,P000018362
5715,琼E22949,2021-11-05 22:56:00,P000018362
5722,鲁L13595,2021-11-05 23:09:02,P000022741
5735,鲁L85550,2021-11-05 23:32:31,P000021313
5759,鲁UP1337,2021-11-06 00:29:02,P000043918
5762,鲁LE7632,2021-11-06 00:31:09,P000051729
5764,鲁L16333,2021-11-06 00:33:57,P000051729
5779,鲁UV0185,2021-11-06 01:12:32,P000055787
5780,鲁L79123,2021-11-06 01:14:00,P000051729
